OBJECTID,YEAR_,ALARM_DATE,CONT_DATE,CAUSE,REPORT_AC,GIS_ACRES,FIRE_NUM
"21440","2020",2020/06/18,2020/06/23,"11",110.000000000000000,109.602500915527344,
"21441","2020",2020/06/01,2020/06/04,"2",670.000000000000000,685.585021972656250,
"21442","2020",2020/08/10,2020/03/01,"14",26.000000000000000,27.300479888916016,
"21443","2020",2020/03/31,2020/04/01,"9",13.000000000000000,12.931550025939941,
"21444","2020",2020/04/14,2020/04/19,"18",10.300000000000001,10.315959930419922,
"21445","2020",2020/07/05,2020/07/05,"14",36.000000000000000,36.701930999755859,
"21446","2020",2020/07/15,2020/07/16,"14",377.000000000000000,376.910491943359375,
"21447","2020",2020/07/09,2020/07/12,"9",10.699999999999999,10.102210044860840,
"21448","2020",2020/03/10,2020/03/11,"5",34.000000000000000,33.973888397216797,
"21449","2020",2020/09/09,2020/10/13,"7",1311.000000000000000,1309.089965820312500,
"21450","2020",2020/07/06,2020/07/06,"8",195.000000000000000,194.660293579101562,
"21451","2020",2020/07/24,2020/07/31,"8",22.699999999999999,22.634300231933594,
"21452","2020",2020/10/06,2020/10/09,"5",55.000000000000000,55.328430175781250,
"21453","2020",2020/08/17,2020/09/28,"1",705.000000000000000,705.546020507812500,
"21454","2020",2020/08/02,2020/08/02,"11",532.000000000000000,532.773376464843750,
"21455","2020",2020/06/15,2020/06/15,"11",13.800000000000001,13.694729804992676,
"21456","2020",2020/06/17,2020/06/25,"14",95.000000000000000,103.331298828124986,
"21458","2020",2020/08/17,2020/09/10,"1",710.000000000000000,925.401916503906250,
"21459","2020",2020/08/17,2020/09/10,"1",12.000000000000000,260.175598144531250,
"21460","2020",2020/06/18,2020/06/23,"14",134.000000000000000,13.279560089111328,
"21461","2020",2020/06/29,2020/06/29,"7",20.000000000000000,20.208299636840820,
"21462","2020",2020/08/16,2020/09/24,"1",86509.000000000000000,86553.460937500000000,
"21463","2020",2020/09/07,2020/09/28,"9",1100.000000000000000,1146.465942382812500,
"21464","2020",2020/08/18,2020/08/26,"10",820.000000000000000,834.244323730468750,
"21465","2020",2020/08/18,2020/10/21,"1",62.000000000000000,65.008552551269531,
"21466","2020",2020/06/09,2020/06/18,"2",150.000000000000000,150.494506835937500,
"21467","2020",2020/08/10,2020/08/15,"4",170.000000000000000,158.869201660156250,
"21470","2020",2020/03/02,2020/03/06,"14",154.000000000000000,155.272994995117188,
"21471","2020",2020/02/22,2020/02/23,"18",200.000000000000000,181.440505981445312,
"21472","2020",2020/08/17,2020/08/18,"1",300.000000000000000,278.010009765625000,
"21473","2020",2020/08/16,2020/08/17,"1",727.000000000000000,730.481384277343750,
"21474","2020",2020/04/23,2020/04/24,"5",26.399999999999999,26.406660079956055,
"21476","2020",2020/06/30,2020/07/11,"14",136.000000000000000,137.581405639648438,
"21477","2020",2020/06/20,2020/06/22,"14",89.000000000000000,88.186019897460938,
"21478","2020",2020/10/15,2020/10/20,"14",30.000000000000000,31.061090469360352,
"21483","2020",2020/08/14,2020/08/14,"14",110.000000000000000,106.785102844238281,
"21484","2020",2020/08/10,2020/08/12,"10",65.000000000000000,71.949943542480469,
"21485","2020",2020/06/05,2020/06/06,"2",30.000000000000000,30.024929046630859,
"21486","2020",2020/10/15,2020/10/17,"14",29.000000000000000,28.574560165405273,
"21487","2020",2020/06/11,2020/06/13,"14",40.000000000000000,39.866058349609375,
"21488","2020",2020/12/31,2020/01/31,"5",16.000000000000000,15.859510421752930,
"21489","2020",2020/05/06,2020/05/09,"2",50.000000000000000,49.009910583496094,
"21490","2020",2020/07/20,2020/07/22,"14",14.900000000000000,14.740750312805176,
"21497","2020",2020/08/20,2020/09/05,"9",2857.360000000000127,2857.604980468750000,
"21498","2020",2020/08/18,2020/08/28,"9",1593.910000000000082,1593.732055664062500,
"21499","2020",2020/06/16,2020/06/23,"9",1422.000000000000000,1398.004028320312500,
"21500","2020",2020/06/17,2020/06/18,"14",165.179799780397900,165.179794311523438,
"21501","2020",2020/07/01,2020/07/05,"14",2884.443908168399958,2884.443115234375000,
"21502","2020",2020/07/09,2020/07/12,"14",40.097744787335024,40.097728729248047,
"21503","2020",2020/07/26,2020/07/27,"14",66.116488052734084,66.116477966308594,
"21504","2020",2020/07/30,2020/07/30,"14",233.056177391866356,233.056106567382812,
"21505","2020",2020/08/04,2020/08/05,"14",11.500825766908987,11.500820159912109,
"21506","2020",2020/08/05,2020/08/06,"14",37.951095911575187,37.951091766357422,
"21507","2020",2020/06/17,2020/06/17,"1",,421.469909667968750,
"21508","2020",2020/08/14,2020/08/14,"14",90.571702678783467,90.571693420410156,
"21509","2020",2020/08/16,2020/08/17,"14",19.899141454007950,19.899139404296875,
"21510","2020",2020/08/29,2020/08/29,"14",41.188873160616538,41.188869476318359,
"21511","2020",2020/09/09,2020/09/09,"14",34.717962901015518,34.717960357666016,
"21512","2020",2020/09/19,2020/09/19,"14",10.845677450736906,10.845669746398926,
"21513","2020",2020/10/18,2020/10/19,"14",52.846820589743800,52.846809387207031,
"21514","2020",2020/12/02,2020/12/03,"14",22.363596492041381,22.363590240478516,
"21515","2020",2020/08/03,2020/08/03,"14",7750.000000000000000,7750.637207031250000,
"21516","2020",2020/06/07,2020/06/11,"2",80.000000000000000,82.140098571777344,
"21517","2020",2020/06/28,2020/07/01,"11",2192.000000000000000,2163.662109375000000,
"21518","2020",2020/07/11,2020/07/15,"11",108.000000000000000,151.549499511718750,
"21519","2020",2020/07/15,2020/07/17,"11",48.000000000000000,48.125350952148438,
"21520","2020",2020/08/30,2020/09/02,"7",400.000000000000000,398.481506347656250,
"21521","2020",2020/08/15,2020/08/15,"2",15.000000000000000,15.779850006103516,
"21523","2020",2020/05/31,2020/05/31,"7",16.000000000000000,16.628999710083008,
"21524","2020",2020/06/14,2020/06/17,"2",696.000000000000000,695.470581054687500,
"21525","2020",2020/06/06,2020/06/06,"1",28.000000000000000,28.684549331665039,
"21526","2020",2020/10/31,2020/10/31,"14",17.000000000000000,17.297140121459961,
"21527","2020",2020/11/29,2020/12/01,"2",12.000000000000000,12.152790069580078,
"21528","2020",2020/07/19,2020/07/21,"9",350.000000000000000,339.466613769531250,
"21529","2020",2020/02/26,2020/02/26,"5",14.000000000000000,10.758500099182127,
"21530","2020",2020/08/09,2020/08/09,"8",10.250000000000000,10.299819946289062,
"21531","2020",2020/08/13,2020/08/13,"9",10.199999999999999,15.737030029296877,
"21533","2020",2020/05/07,2020/05/10,"11",156.000000000000000,157.017807006835938,
"21534","2020",2020/05/28,2020/05/28,"2",29.000000000000000,28.751390457153320,
"21535","2020",2020/06/06,2020/06/07,"11",77.000000000000000,77.059249877929673,
"21536","2020",2020/07/31,2020/07/31,"14",10.000000000000000,10.235489845275877,
"21537","2020",2020/09/07,2020/09/07,"9",26.000000000000000,25.822439193725582,
"21538","2020",2020/11/23,2020/11/23,"14",14.000000000000000,13.633390426635742,
"21539","2020",2020/12/16,2020/12/16,"7",19.000000000000000,18.829179763793945,
"21540","2020",2020/05/13,2020/05/13,"5",47.500000000000000,47.429599761962891,
"21541","2020",2020/06/10,2020/06/10,"10",1680.000000000000000,1653.114990234375000,
"21542","2020",2020/06/15,2020/06/20,"14",445.000000000000000,434.290985107421875,
"21543","2020",2020/06/28,2020/06/28,"2",33.000000000000000,33.055240631103516,
"21544","2020",2020/07/04,2020/07/04,"10",583.000000000000000,567.006286621093750,
"21545","2020",2020/07/03,2020/07/03,"2",155.000000000000000,152.586593627929688,
"21546","2020",2020/06/16,2020/06/16,"2",17.000000000000000,15.232540130615234,
"21547","2020",2020/08/01,2020/08/01,"2",25.000000000000000,24.133840560913082,
"21548","2020",2020/07/28,2020/08/03,"10",3222.000000000000000,2922.204101562500000,
"21549","2020",2020/08/15,2020/08/15,"1",68.299999999999997,64.875892639160156,
"21550","2020",2020/08/12,2020/08/12,"10",180.000000000000000,184.917205810546875,
"21551","2020",2020/06/12,2020/06/12,"2",157.000000000000000,157.114898681640653,
"21552","2020",2020/08/01,2020/08/09,"7",2002.000000000000000,1962.328979492187500,
"21553","2020",2020/12/07,2020/12/07,"14",22.000000000000000,22.709409713745117,
"21554","2020",2020/06/10,2020/06/10,"10",21.000000000000000,18.424829483032227,
"21555","2020",2020/07/05,2020/07/05,"11",33.000000000000000,33.282100677490234,
"21556","2020",2020/08/04,2020/08/05,"10",322.000000000000000,323.175903320312500,
"21557","2020",2020/08/15,2020/08/15,"1",13.000000000000000,20.434989929199219,
"21558","2020",2020/08/15,2020/08/18,"1",320.000000000000000,322.336608886718693,
"21559","2020",2020/08/25,2020/08/25,"2",53.000000000000000,53.158969879150391,
"21560","2020",2020/09/27,2020/10/13,"14",56338.000000000000000,56338.050781250000000,
"21561","2020",2020/10/25,2020/10/27,"9",275.000000000000000,48.147720336914062,
"21562","2020",2020/06/22,2020/06/25,"7",1050.000000000000000,1050.239990234375000,
"21563","2020",2020/06/18,2020/06/21,"15",130.000000000000000,117.234802246093750,
"21564","2020",2020/06/19,2020/06/22,"10",217.000000000000000,223.886901855468750,
"21567","2020",2020/07/31,2020/07/31,"11",11.000000000000000,10.819820404052734,
"21568","2020",2020/10/25,2021/01/25,"7",133.000000000000000,133.299499511718750,
"21569","2020",2020/06/12,2020/06/12,"2",5042.000000000000000,5062.198242187499091,
"21570","2020",2020/06/09,2020/06/09,"2",28.000000000000000,28.271200180053711,
"21571","2020",2020/09/14,2021/01/14,"10",18.500000000000000,17.105449676513672,
"21572","2020",2020/07/29,2020/07/29,"3",741.000000000000000,740.111816406250000,
"21573","2020",2020/08/13,2020/08/13,"9",512.000000000000000,509.147186279296875,
"21574","2020",2020/05/23,2020/05/23,"11",42.875160000000001,42.875160217285163,
"21575","2020",2020/06/23,2020/06/23,"7",21.708700000000000,21.708690643310547,
"21576","2020",2020/04/26,2020/04/26,"2",31.958980000000000,31.958990097045898,
"21577","2020",2020/07/28,2020/07/28,"9",44.138959999999997,44.138961791992188,
"21578","2020",2020/08/15,2020/09/27,"1",2120.980000000000018,2120.979980468750000,
"21579","2020",2020/07/05,2020/07/05,"2",65.946089999999998,65.946090698242188,
"21580","2020",2020/07/13,2020/07/26,"14",29666.959999999999127,29666.960937500000000,
"21581","2020",2020/05/24,2020/05/24,"11",26.958980000000000,26.958980560302734,
"21582","2020",2020/06/23,2020/06/25,"7",26.592449999999999,26.592460632324219,
"21583","2020",2020/08/30,2020/08/30,"11",11.425500000000000,11.425499916076660,
"21584","2020",2020/07/26,2020/07/26,"2",13.096780000000001,13.096779823303223,
"21585","2020",2020/08/13,2020/08/18,"1",20.488289999999999,20.488290786743164,
"21586","2020",2020/08/17,2020/08/17,"11",14.000000000000000,13.251119613647459,
"21587","2020",2020/09/30,2020/09/30,"3",47.000000000000000,46.583461761474609,
"21588","2020",2020/10/18,2020/10/18,"10",15.000000000000000,14.426010131835938,
"21589","2020",2020/06/17,2020/06/17,"5",88.900000000000006,88.692520141601562,
"21590","2020",2020/10/04,2020/10/04,"9",22.000000000000000,21.816270828247070,
"21591","2020",2020/10/07,2020/10/07,"2",25.000000000000000,24.495969772338867,
"21592","2020",2020/09/22,2020/09/23,"11",18.000000000000000,18.353300094604492,
"21593","2020",2020/07/04,2020/07/05,"14",15.000000000000000,10.929889678955078,
"21594","2020",2020/06/08,2020/06/09,"2",230.000000000000000,230.354797363281250,
"21595","2020",2020/08/18,2020/09/06,"10",6901.000000000000000,6996.941894531250000,
"21596","2020",2020/10/26,2020/10/26,"2",23.000000000000000,22.668119430541992,
"21597","2020",2020/10/07,2020/10/08,"8",8.000000000000000,32.202068328857422,
"21598","2020",2020/07/15,2020/07/18,"14",1485.000000000000000,1485.074951171875000,
"21599","2020",2020/06/03,2020/06/04,"14",43.000000000000000,43.211429595947266,
"21600","2020",2020/08/04,2020/08/05,"14",40.000000000000000,39.919761657714837,
"21601","2020",2020/05/17,2020/05/17,"11",21.899999999999999,21.768510818481445,
"21602","2020",2020/05/24,2020/05/24,"2",33.000000000000000,33.091808319091797,
"21603","2020",2020/06/22,2020/06/23,"11",11.000000000000000,11.017669677734377,
"21604","2020",2020/08/16,2020/09/04,"1",48088.000000000000000,50213.820312500000000,
"21605","2020",2020/06/21,2020/06/22,"11",28.000000000000000,27.802190780639648,
"21606","2020",2020/06/21,2020/06/22,"7",51.000000000000000,51.160118103027344,
"21607","2020",2020/06/07,2020/06/08,"11",211.000000000000000,210.543701171875000,
"21608","2020",2020/06/16,2020/06/20,"10",813.000000000000000,895.405029296875000,
"21609","2020",2020/06/21,2020/06/25,"4",195.000000000000000,194.557998657226562,
"21610","2020",2020/08/17,2020/08/22,"14",3000.000000000000000,2188.634033203125000,
"21611","2020",2020/06/10,2020/06/17,"14",802.000000000000000,802.553710937500000,
"21612","2020",2020/06/10,2020/06/13,"14",,298.959686279296875,
"21613","2020",2020/12/08,2020/12/11,"14",50.000000000000000,39.826450347900391,
"21614","2020",2020/08/28,2020/08/28,"14",10.000000000000000,16.061000823974609,
"21615","2020",2020/07/07,2020/07/08,"14",19.500000000000000,19.375480651855469,
"21616","2020",2020/08/16,2020/09/11,"1",,396399.000000000058208,
"21617","2020",2020/07/04,2020/07/10,"2",,343.000000000000000,
"21618","2020",2020/07/05,2020/07/15,"8",,5513.000000000000000,
"21633","2020",2020/06/08,2020/06/09,"11",85.000000000000000,83.618766784667969,
"21634","2020",2020/06/12,2020/06/13,"14",19.000000000000000,19.697759628295898,
"21635","2020",2020/07/05,2020/07/07,"9",1525.299999999999955,1525.535278320312500,
"21636","2020",2020/07/27,2020/07/28,"14",320.000000000000000,320.839294433593750,
"21637","2020",2020/08/01,2020/08/01,"14",178.000000000000000,178.311584472656250,
"21638","2020",2020/08/11,2020/08/11,"10",27.300000000000001,26.626781463623047,
"21639","2020",2020/06/21,2020/06/21,"14",47.000000000000000,46.837547302246094,
"21640","2020",2020/07/05,2020/07/05,"14",14.000000000000000,11.786087989807127,
"21641","2020",2020/09/06,2020/10/19,"14",115796.000000000000000,115997.976562500000000,
"21642","2020",2020/08/16,2020/08/16,"14",92.000000000000000,93.813537597656250,
"21643","2020",2020/08/28,2020/08/29,"10",290.000000000000000,291.949249267578125,
"21644","2020",2020/10/09,2020/10/09,"5",13.000000000000000,12.858473777770996,
"21645","2020",2020/08/22,2020/08/22,"14",12.140000000000001,12.390579223632812,
"21646","2020",2020/09/28,2020/09/28,"9",2.510000000000000,13.841055870056152,
"21648","2020",2020/12/25,2020/12/25,"7",62.000000000000000,62.407829284667969,
"21649","2020",2020/07/24,2020/07/24,"10",140.000000000000000,139.130294799804688,
"21650","2020",2020/07/19,2020/07/19,"9",21.000000000000000,21.924579620361328,
"21651","2020",2020/08/02,2020/08/02,"14",,569.512878417968750,
"21652","2020",2020/10/23,2020/10/23,"10",61.000000000000000,61.800121307373047,
"21653","2020",2020/10/13,2020/10/13,"10",25.000000000000000,25.585109710693359,
"21654","2020",2020/10/05,2020/10/05,"10",,86.663360595703125,
"21655","2020",2020/09/01,2020/09/01,"10",22.000000000000000,22.234899520874023,
"21656","2020",2020/09/21,2020/09/21,"2",11.000000000000000,11.898870468139648,
"21657","2020",2020/05/24,2020/05/24,"10",17.000000000000000,17.390769958496094,
"21658","2020",2020/09/23,2020/09/23,"11",26.000000000000000,26.568500518798828,
"21659","2020",2020/08/26,2020/08/26,"14",20.000000000000000,20.428049087524418,
"21660","2020",2020/07/27,2020/07/27,"11",21.000000000000000,21.017799377441406,
"21661","2020",2020/06/27,2020/06/27,"14",,57.636188507080078,
"21662","2020",2020/07/06,2020/07/06,"4",44.000000000000000,44.799240112304688,
"21663","2020",2020/06/17,2020/06/17,"11",28.000000000000000,28.202619552612305,
"21664","2020",2020/08/17,2020/09/02,"1",,2360.249023437500000,
"21665","2020",2020/08/17,2020/09/02,"1",,55208.890625000000000,
"21666","2020",2020/08/17,2020/09/16,"1",305651.000000000058208,305351.593750000000000,
"21667","2020",2020/09/27,2020/10/20,"14",,67484.343750000000000,
"21668","2020",2020/06/06,2020/06/18,"14",1837.000000000000000,1840.998046875000000,
"21669","2020",2020/06/05,2020/06/05,"2",141.000000000000000,162.637802124023438,
"21670","2020",2020/03/13,2020/03/13,"5",19.000000000000000,21.917230606079102,
"21671","2020",2020/05/24,2020/05/24,"2",19.000000000000000,17.299329757690430,
"21672","2020",2020/08/16,2020/08/16,"1",17.199999999999999,16.945198059082031,
"21674","2020",2020/07/21,2020/08/04,"1",120.000000000000000,124.998207092285156,
"21677","2020",2020/08/16,2020/08/27,"1",3780.000000000000000,3668.427001953125000,
"21678","2020",2020/08/14,2020/08/27,"1",47029.000000000000000,46720.882812500000000,
"21679","2020",2020/08/17,2020/09/07,"1",29570.000000000000000,29541.121093750000000,
"21680","2020",2020/08/18,2020/12/31,"14",124924.000000000000000,124527.312500000000000,
"21682","2020",2020/08/19,2021/01/04,"1",841.000000000000000,840.850280761718750,
"21683","2020",2020/08/17,2020/12/03,"1",318776.000000000000000,318776.687499999941792,
"21684","2020",2020/08/19,2021/01/04,"1",174178.000000000000000,170647.843750000000000,
"21685","2020",2020/09/08,2020/11/08,"14",1673.000000000000000,1668.449340820312500,
"21686","2020",2020/10/18,2020/11/15,"14",574.000000000000000,562.913513183593750,
"21687","2020",2020/10/26,2020/11/05,"14",99.000000000000000,93.224159240722656,
"21688","2020",2020/09/04,2020/12/24,"14",379895.000000000058208,379882.250000000000000,
"21692","2020",2020/08/17,2020/08/22,"1",45.000000000000000,37.903560638427734,
"21693","2020",2020/09/08,2020/11/09,"14",1185.000000000000000,654.639526367187500,
"21696","2020",2020/09/09,2020/09/09,"7",11.100000000000000,11.434855461120605,
"21699","2020",2020/08/13,2020/08/17,"2",39.000000000000000,39.704807281494141,
"21701","2020",2020/08/16,,"14",850.000000000000000,1438.917358398437273,
"21705","2020",2020/06/20,2020/07/02,"14",9.699999999999999,11.584814071655273,
"21706","2020",2020/07/26,2020/07/31,"1",918.000000000000000,901.672363281250000,
"21709","2020",2020/08/18,2020/08/22,"1",50.000000000000000,54.708213806152344,
"21710","2020",2020/07/21,2020/07/23,"1",25.000000000000000,25.048097610473633,
"21711","2020",2020/06/04,2020/06/06,"1",15.000000000000000,14.988218307495117,
"21712","2020",2020/02/25,2020/03/03,"18",211.000000000000000,215.525421142578125,
"21713","2020",2020/06/17,2020/06/20,"10",83.000000000000000,82.712966918945312,
"21714","2020",2020/07/28,,"1",49.500000000000000,44.900581359863281,
"21716","2020",2020/08/12,2020/08/30,"14",31089.000000000000000,30999.386718750000000,
"21719","2020",2020/09/28,2020/09/29,"14",230.000000000000000,233.345153808593750,
"21724","2020",2020/05/09,2020/05/09,"2",21.500000000000000,16.890039443969727,
"21729","2020",2020/06/08,2020/06/10,"10",16.800000000000001,16.801912307739258,
"21730","2020",2020/06/12,2020/06/18,"14",533.000000000000000,527.487731933593750,
"21731","2020",2020/07/26,,"1",61.000000000000000,60.990634918212891,
"21732","2020",2020/07/26,,"1",14.900000000000000,14.904045104980469,
"21735","2020",2020/08/03,2020/09/01,"14",600.000000000000000,593.864562988281250,
"21736","2020",2020/03/03,2020/03/07,"5",42.000000000000000,47.618286132812493,
"21740","2020",2020/06/15,2020/06/21,"1",40.000000000000000,42.174041748046875,
"21741","2020",2020/07/07,2020/07/10,"14",15.000000000000000,14.590236663818359,
"21743","2020",2020/08/16,2020/11/11,"1",,1032699.000000000000000,
"21744","2020",2020/08/01,2020/08/11,"14",684.000000000000000,325.412170410156250,
"21745","2020",2020/07/18,2020/08/28,"14",9564.000000000000000,9566.355468750000000,
"21746","2020",2020/02/17,2020/02/18,"5",,101.766510009765625,
"21747","2020",2020/08/21,,"1",29.000000000000000,29.782695770263672,
"21749","2020",2020/05/22,2020/05/24,"2",33.619999999999997,33.667461395263672,
"21750","2020",2020/08/03,2020/08/03,"14",,159.205566406249972,
"21751","2020",2020/01/21,,"14",,100.555000305175781,
"21752","2020",2020/07/01,2020/07/09,"7",648.000000000000000,648.180847167968750,
"21753","2020",2020/08/06,2020/08/11,"2",210.000000000000000,209.950698852539062,
"21754","2020",2020/06/15,2020/06/16,"14",13.260000000000000,12.086476325988770,
"21755","2020",2020/07/25,2020/11/19,"1",6922.000000000000000,6921.987304687500000,
"21758","2020",2020/08/23,2020/11/19,"1",30.000000000000000,30.192380905151367,
"21760","2020",2020/08/21,2020/12/29,"1",1316.000000000000000,1316.032836914062500,
"21761","2020",2020/08/25,2020/11/19,"1",,199.981552124023438,
"21762","2020",2020/08/16,2020/12/28,"1",8419.000000000000000,8422.836914062500000,
"21763","2020",2020/05/31,2020/06/05,"2",1395.000000000000000,1320.723266601562727,
"21764","2020",2020/08/10,2020/11/19,"1",2057.000000000000000,2057.288330078125000,
"21765","2020",2020/08/18,2020/11/20,"1",4929.000000000000000,4901.707519531250000,
"21766","2020",2020/08/03,2020/08/04,"14",,120.719787597656250,
"21767","2020",2020/06/26,2020/07/02,"1",,238.282958984375000,
"21768","2020",2020/10/04,2020/10/11,"14",,10456.363281250000000,
"21770","2020",2020/06/24,2020/06/24,"1",,116.177314758300781,
"21772","2020",2020/06/23,2020/06/25,"1",,63.227016448974609,
"21773","2020",2020/06/02,2020/06/03,"14",,25.201566696166992,
"21774","2020",2020/11/17,2020/11/23,"14",,2729.016357421875000,
"21775","2020",2020/11/17,2020/11/30,"14",,20374.488281250000000,
"21776","2020",2020/07/29,2020/08/04,"14",,9150.368164062500000,
"21777","2020",2020/08/02,2020/08/10,"10",,6882.267089843750000,
"21778","2020",2020/08/10,2020/08/13,"1",,258.957122802734375,
"21779","2020",2020/07/21,2020/07/26,"1",,187.343048095703125,
"21780","2020",2020/06/23,2020/06/28,"1",,576.658569335937500,
"21781","2020",2020/06/23,2020/06/28,"1",,197.506942749023438,
"21782","2020",2020/08/17,2020/08/18,"1",,471.720245361328125,
"21783","2020",2020/06/23,2020/06/28,"1",,45.455322265625000,
"21784","2020",2020/08/24,2020/08/29,"1",,566.492431640625000,
"21785","2020",2020/06/23,2020/06/25,"1",,131.876708984375000,
"21786","2020",2020/08/29,2020/11/13,"14",,26751.677734374996362,
"21789","2020",2020/07/19,2020/07/20,"14",,90.211730957031250,
"21790","2020",2020/08/17,0202/08/20,"1",,265.582855224609375,
"21791","2020",2020/08/18,2020/09/13,"1",,84817.273437500000000,
"21792","2020",2020/02/23,2020/02/23,"5",,54.357074737548835,
"21793","2020",2020/06/25,2020/06/27,"14",,264.310394287109375,
"21794","2020",2020/06/28,2020/06/28,"14",,11.384338378906250,
"21797","2020",2020/07/28,2020/07/30,"1",,175.147354125976562,
"21798","2020",2020/05/11,2020/05/23,"2",,21.870525360107418,
"21801","2020",2020/07/05,2020/07/05,"14",,23.779846191406246,
"21806","2020",2020/02/28,2020/02/28,"7",5.000000000000000,6.789665222167970,
"21821","2020",2020/06/06,2020/06/06,"14",1.134985060054810,1.134244322776794,
"21822","2020",2020/06/11,2020/06/11,"14",6.081597923909444,6.081596374511720,
"21823","2020",2020/07/12,2020/07/11,"14",3.246279442849537,3.246278285980225,
"21824","2020",2020/07/15,2020/07/15,"14",9.619668541583197,9.619454383850098,
"21825","2020",2020/07/16,2020/07/16,"14",1.410282335729228,1.410282373428345,
"21826","2020",2020/07/15,2020/07/15,"14",1.805341174012476,1.807302832603455,
"21827","2020",2020/07/16,2020/07/16,"14",1.066875001682232,1.066874623298645,
"21828","2020",2020/07/25,2020/07/25,"14",7.222465383170510,7.222464561462402,
"21829","2020",2020/08/03,2020/08/03,"14",2.476839582515608,2.476892709732056,
"21830","2020",2020/07/04,2020/07/04,"14",9.324739010209692,9.183176040649414,
"21831","2020",2020/09/28,2020/09/28,"14",5.788863546745814,5.788861274719238,
"21832","2020",2020/10/20,2020/10/20,"14",3.024409748610533,3.024408817291260,
"21833","2020",2020/06/18,2020/06/18,"7",2.000000000000000,1.379659652709961,
"21834","2020",2020/06/12,2020/06/12,"7",9.000000000000000,8.885991096496582,
"21835","2020",2020/08/02,2020/08/02,"11",1.500000000000000,1.532844781875610,
"21836","2020",2020/05/05,2020/05/05,"5",2.000000000000000,1.820438861846924,
"21837","2020",2020/05/26,2020/05/26,"14",1.540000000000000,1.470371961593628,
"21838","2020",2020/06/13,2020/06/13,"11",2.000000000000000,2.139036417007446,
"21839","2020",2020/06/23,2020/06/23,"2",3.000000000000000,2.582180261611938,
"21840","2020",2020/06/21,2020/06/21,"2",2.000000000000000,2.241039037704468,
"21841","2020",2020/05/29,2020/05/29,"11",6.000000000000000,6.545331001281738,
"21842","2020",2020/06/12,2020/06/12,"14",6.000000000000000,5.797983169555664,
"21843","2020",2020/06/07,2020/06/07,"2",1.000000000000000,1.009096503257751,
"21844","2020",2020/07/08,2020/07/08,"2",8.000000000000000,7.910180568695068,
"21845","2020",2020/07/11,2020/07/11,"2",3.000000000000000,3.359790563583374,
"21846","2020",2020/07/11,2020/07/11,"10",1.000000000000000,1.202354192733765,
"21847","2020",2020/07/06,2020/07/06,"8",4.000000000000000,4.872216701507568,
"21848","2020",2020/08/05,2020/08/05,"10",5.000000000000000,6.066730976104736,
"21849","2020",2020/05/28,2020/05/28,"10",2.000000000000000,2.014055967330933,
"21850","2020",2020/07/10,2020/07/10,"11",2.000000000000000,1.806827664375305,
"21851","2020",2020/11/02,2020/11/02,"8",8.000000000000000,8.031863212585449,
"21852","2020",2020/05/31,2020/05/31,"10",1.000000000000000,1.057544589042664,
"21853","2020",2020/05/31,2020/05/31,"5",2.000000000000000,2.268179178237915,
"21854","2020",2020/06/07,2020/06/07,"14",2.600000000000000,2.814834117889404,
"21855","2020",2020/06/09,2020/06/09,"11",2.000000000000000,2.016254425048828,
"21856","2020",2020/08/18,2020/08/18,"14",3.000000000000000,3.230342626571655,
"21857","2020",2020/07/03,2020/07/03,"11",6.000000000000000,6.894767761230470,
"21858","2020",2020/07/12,2020/07/12,"10",6.000000000000000,6.077056407928468,
"21859","2020",2020/07/19,2020/07/19,"10",3.000000000000000,3.256284475326538,
"21860","2020",2020/07/22,2020/07/22,"8",5.000000000000000,5.033767223358154,
"21861","2020",2020/10/02,2020/10/02,"14",,2.138350725173950,
"21862","2020",2020/08/11,2020/08/11,"10",1.050000000000000,1.175156950950623,
"21863","2020",2020/08/12,2020/08/12,"10",3.000000000000000,3.958437681198120,
"21864","2020",2020/08/15,2020/08/15,"1",3.000000000000000,3.049274921417236,
"21865","2020",2020/08/16,2020/08/16,"1",2.000000000000000,2.057733774185181,
"21866","2020",2020/08/18,2020/08/18,"2",2.000000000000000,1.810446023941040,
"21867","2020",2020/08/29,2020/08/29,"11",7.000000000000000,6.926877975463868,
"21868","2020",2020/09/17,2020/09/17,"8",1.000000000000000,1.016899704933167,
"21869","2020",2020/10/04,2020/10/04,"9",7.700000000000000,7.600736141204834,
"21870","2020",2020/11/05,2020/11/05,"11",1.000000000000000,1.119541883468628,
"21871","2020",2020/07/09,2020/07/09,"2",6.000000000000000,8.089743614196777,
"21872","2020",2020/07/26,2020/07/26,"8",10.000000000000000,7.086051464080812,
"21873","2020",2021/01/14,2021/01/15,"14",30.000000000000000,26.548507690429688,
"21874","2020",2020/07/23,2020/07/23,"14",3.800000000000000,3.967360734939575,
"21875","2020",2020/07/20,2020/10/29,"14",22614.000000000000000,22652.558593750000000,
"21876","2020",2020/07/12,2020/07/12,"14",7.000000000000000,8.415433883666992,
"21877","2020",2020/07/12,2020/07/13,"14",8.900000000000000,8.328995704650882,
"21878","2020",2020/07/22,2020/07/22,"11",2.300000000000000,2.614253997802734,
"21879","2020",2020/05/21,2020/05/21,"10",1.800000000000000,3.001326322555542,
"21882","2020",2020/06/11,2020/06/11,"2",6.700000000000000,6.671051502227784,
"21884","2020",2020/07/05,2020/07/05,"14",6.000000000000000,7.067648410797120,
"21885","2020",2020/06/30,2020/06/30,"2",8.600000000000000,4.228072166442871,
