OBJECTID,YEAR_,ALARM_DATE,CONT_DATE,CAUSE,REPORT_AC,GIS_ACRES,FIRE_NUM
"34501","1993",1993/09/24,,"2",,1340.787719726562500,"00000000"
"34502","1993",1993/05/12,,"7",,319.471313476562500,"00000000"
"34503","1993",1993/05/10,,"2",,2302.155761718750000,"00000000"
"34504","1993",1993/06/10,,"11",,663.621215820312500,"00000000"
"34505","1993",1993/06/21,,"1",,19969.128906250000000,"00000000"
"34506","1993",1993/06/23,,"14",,2358.740722656250000,"00000000"
"34507","1993",1993/07/27,,"10",,520.755249023437500,"00000000"
"34508","1993",1993/09/14,,"14",,364.475341796875000,"00000000"
"34509","1993",1993/10/27,,"14",265000.000000000000000,27084.615234375000000,"00000000"
"34510","1993",1993/10/27,,"14",,1931.127441406250000,"00000021"
"34511","1993",1993/10/26,,"14",,38479.124999999992724,"00000000"
"34512","1993",1993/10/27,1993/11/01,"9",1650.000000000000000,1475.555053710937500,"00000043"
"34513","1994",1994/06/29,,"10",,1143.001708984375000,"00000469"
"34514","1994",1994/06/29,,"10",,277.283874511718750,"00000471"
"34515","1994",1994/06/29,,"10",,1914.052246093750000,"00000480"
"34516","1994",1994/07/17,,"14",,357.044219970703125,"00000578"
"34517","1994",1994/07/18,,"2",,767.607238769531250,"00000581"
"34524","1980",1980/07/27,1980/07/28,"1",952.000000000000000,676.294189453125000,"00000063"
"34525","1980",1980/08/01,1980/08/02,"2",1450.000000000000000,1923.481079101562727,"00000112"
"34526","1980",1980/06/24,1980/06/25,"7",20.000000000000000,11.775897026062012,"00000010"
"34527","1980",1980/06/21,1980/06/22,"9",108.000000000000000,109.646057128906250,"00000014"
"34528","1980",1980/07/04,1980/07/06,"10",709.000000000000000,519.015441894531250,"00000022"
"34541","1998",1998/08/20,,"11",,100.056884765624986,"00000260"
"34542","1998",1998/12/10,,"9",,110.239944458007812,"00000224"
"34543","1998",,,"11",,68.385330200195312,"00000267"
"34544","1998",,,"11",,55.021102905273438,"00000123"
"34545","1998",1998/09/08,,"10",,152.767547607421875,"00000607"
"34549","1998",1998/08/31,1998/09/02,"9",1116.000000000000000,1240.665405273437500,"00000073"
"34550","1998",1998/08/23,1998/08/24,"7",25.000000000000000,14.618477821350098,"00000061"
"34551","1998",1998/09/02,1998/09/08,"2",138.000000000000000,138.333618164062500,"00000042"
"34552","1999",1999/07/04,,"14",,15.902021408081055,"00000105"
"34553","1997",1997/07/01,1997/07/02,"9",80.000000000000000,73.424896240234375,"00000129"
"34554","1997",1997/04/18,1997/04/24,"9",50.000000000000000,41.923152923583984,"00000050"
"34555","2000",2000/07/09,,"14",,1108.705200195312500,"00000057"
"34556","2000",2000/06/29,,"1",,603.751708984375000,"00000000"
"34557","1919",,,"14",,147.421127319335938,"00000200"
"34558","1984",1984/08/04,1984/08/05,"3",25.000000000000000,16.172651290893555,"00000128"
"34559","1984",1984/09/17,1984/09/19,"1",450.000000000000000,424.175994873046875,"00000175"
"34560","1984",1984/09/23,1984/09/24,"9",50.000000000000000,41.465831756591797,"00000207"
"34561","1984",1984/07/06,1984/07/07,"1",145.000000000000000,713.981323242187500,"00000028"
"34570","1989",1989/08/02,1989/08/08,"4",585.000000000000000,557.439453125000000,"00000019"
"34571","1989",1989/08/07,1989/08/11,"4",18.000000000000000,9.496010780334473,"00000073"
"34572","1989",1989/05/27,1989/05/29,"9",160.000000000000000,230.520782470703125,"00000010"
"34573","1989",1989/09/03,1989/09/05,"9",600.000000000000000,555.067199707031250,"00000095"
"34578","1972",1972/08/07,1972/08/08,"7",190.000000000000000,209.026168823242188,"00000046"
"34581","1972",1972/07/18,1972/07/19,"1",50.000000000000000,62.981636047363281,"00000091"
"34582","1972",1972/08/08,1972/08/09,"1",120.000000000000000,252.246292114257812,"00000057"
"34583","1974",1974/07/21,1974/07/21,"7",1800.000000000000000,2652.200927734375000,"00000051"
"34584","2012",2012/06/07,2012/06/07,"14",0.700000000000000,0.781771063804626,
"34585","2012",2012/06/22,2012/06/22,"14",13.090000000000000,13.108103752136230,
"34586","2012",2012/06/29,2012/06/29,"14",150.000000000000000,173.271911621093750,
"34587","2012",2012/06/18,2012/06/18,"14",214.000000000000000,206.098831176757812,
"34588","2012",2012/06/21,2012/06/21,"14",14.500000000000000,14.685063362121582,
"34589","2012",2012/07/30,2012/07/30,"14",0.750000000000000,0.319630563259125,
"34590","2012",2012/11/24,2012/11/24,"14",4.160000000000000,4.333495140075684,
"34591","2012",2012/06/23,2012/06/23,"14",14.500000000000000,14.423591613769531,
"34592","2012",2012/07/08,2012/07/08,"14",198.000000000000000,196.365692138671875,
"34593","2012",2012/07/04,2012/07/04,"3",0.000000000000000,0.635051548480988,
"34594","2012",2012/07/08,2012/07/08,"14",29.300000000000001,29.237409591674805,
"34595","2012",2012/06/03,2013/06/03,"14",41.000000000000000,41.165210723876953,
"34596","2012",2012/02/10,2012/02/10,"14",1.000000000000000,22.817525863647461,
"34597","2012",2012/06/08,2012/06/08,"14",4.090000000000000,3.505998373031616,
"34598","2012",2012/01/31,2012/01/31,"14",8.210000000000004,8.374770164489746,
"34599","2012",2012/05/16,2012/05/16,"14",0.700000000000000,0.714956223964691,
"34600","2012",2012/07/02,2012/07/02,"14",33.000000000000000,33.210296630859375,
"34601","2012",2012/06/01,2012/06/01,"14",7.500000000000000,5.618550300598146,
"34602","2012",2012/07/17,2012/07/17,"14",1428.000000000000000,1428.454223632812500,
"34603","2012",2012/05/17,2012/05/17,"14",3.400000000000000,3.381700277328491,
"34604","2012",2012/07/29,2012/08/01,"14",271.000000000000000,245.712570190429688,
"34605","2012",2012/04/03,2012/04/03,"14",0.000000000000000,17.545789718627930,
"34606","2012",2012/05/25,2012/05/25,"14",0.000000000000000,0.604567050933838,
"34607","2012",2012/10/27,2012/10/27,"14",2.500000000000000,2.454006671905518,
"34608","2012",2012/06/11,2012/06/11,"14",131.699999999999989,130.069549560546875,
"34609","2012",2012/06/22,2012/06/22,"14",1.000000000000000,1.113958001136780,
"34610","1995",1995/08/08,1995/08/09,"18",31.699999999999999,20.688333511352539,"00000035"
"34611","2003",2003/09/27,2003/12/15,"1",1297.000000000000000,1297.061645507812500,"00000101"
"34612","2003",2003/09/03,2003/11/12,"1",25.000000000000000,24.761234283447266,"00000084"
"34613","2003",2003/07/24,2003/07/27,"1",15.000000000000000,14.982483863830566,"00000034"
"34614","2003",2003/09/03,2003/09/20,"1",80.000000000000000,79.955589294433594,"00000078"
"34615","2003",2003/08/21,2003/12/15,"1",7963.000000000000000,7971.401855468750000,"00000068"
"34616","2003",2003/09/05,2003/11/17,"1",205.000000000000000,205.230087280273438,"00000090"
"34617","2003",2003/07/31,2003/09/23,"1",4.000000000000000,4.514929771423340,"00000052"
"34618","2006",2006/08/24,2006/08/28,"1",345.000000000000000,344.670837402343750,"00003504"
"34619","2006",2006/07/21,2006/08/24,"1",129.500000000000000,129.420898437500000,"00002537"
"34620","2006",2006/08/21,2006/08/30,"4",460.000000000000000,459.904174804687500,"00003449"
"34621","2006",2006/06/28,2006/07/31,"1",27.000000000000000,26.915073394775391,"00001927"
"34622","2006",2006/07/19,2006/11/11,"1",261.000000000000000,261.052612304687500,"00002486"
"34623","2006",2006/07/21,2006/11/11,"1",6031.000000000000000,6029.851074218750000,"00002538"
"34624","2006",2006/10/13,2006/11/08,"1",10.000000000000000,12.050021171569824,"00000118"
"34625","2006",2006/07/23,2006/12/29,"1",1643.000000000000000,1643.122802734375000,"00000055"
"34626","2006",2006/08/07,2006/12/29,"1",139.000000000000000,139.086517333984375,"00000084"
"34627","2006",2006/07/21,2006/12/29,"1",627.000000000000000,627.620178222656250,"00000047"
"34628","2006",2006/07/22,2006/07/24,"1",2.000000000000000,1.868484258651733,"00000053"
"34629","2006",2006/05/16,2006/07/03,"1",12.000000000000000,11.979778289794922,"00000008"
"34633","2003",2003/07/20,2003/11/07,"1",35.990000000000002,35.967365264892578,"00002085"
"34642","2016",,2016/09/28,"14",,12713.622070312500000,
"34643","2016",2016/07/01,2016/07/05,"14",,104.213523864746094,
"34645","2016",,2016/09/28,"14",,225.522186279296875,
"34648","1923",,,"9",,4121.352050781250000,"00000024"
"34649","1923",,,"14",,305.372924804687500,"00000202"
"34650","1913",,,"14",,426.774261474609318,"00000203"
"34651","1914",,,"14",,571.224182128906250,"00000203"
"34652","1970",,,"14",,123.796546936035156,"00000203"
"34653","1939",,,"9",,195.585266113281250,"00000008"
"34654","1918",,,"14",,154.508804321289062,"00000201"
"34655","1970",1970/05/12,1970/05/13,"5",285.000000000000000,147.513580322265625,"00000011"
"34656","1923",,,"14",,147.831054687500000,"00000206"
"34657","1915",,,"14",,134.618286132812500,"00000212"
"34658","1923",,,"9",,41345.011718750000000,"00000023"
"34659","1914",,,"14",,335.491546630859375,"00000206"
"34660","1921",,,"14",,226.482681274414034,"00000998"
"34661","1913",,,"14",,581.138305664062500,"00000005"
"34662","1917",,,"14",,312.043884277343750,"00000003"
"34663","1913",,,"14",,352.961853027343750,"00000003"
"34664","1921",,,"14",,12350.668945312500000,"00000023"
"34665","1922",,,"9",,25637.427734374996362,"00000027"
"34666","1923",,,"14",,8301.366210937500000,"00000998"
"34667","1914",,,"14",,18089.283203125000000,"00000204"
"34668","1917",,,"9",,19396.667968749996362,"00000011"
"34669","1966",1966/07/18,,"9",,2698.746337890625000,"00000369"
"34670","1997",1997/08/04,1997/08/16,"9",49489.000000000000000,49490.476562500000000,"00000040"
"34671","1925",1925/03/21,,"5",,236.533477783203125,"00000200"
"34672","1926",1926/08/30,,"7",,4607.026367187500000,"00000012"
"34673","1926",1926/09/08,,"3",,1723.853271484375000,"00000014"
"34674","1926",1926/07/19,,"5",,383.865173339843750,"00000006"
"34675","1929",1929/08/10,,"3",,5894.834960937500000,"00000016"
"34676","1998",1998/10/21,1998/10/24,"2",68.000000000000000,68.185295104980469,"00000028"
"34677","1998",1998/10/17,1998/10/24,"2",4000.000000000000000,4029.300781250000000,"00000028"
"34678","2000",2000/06/09,,"14",,10.447086334228516,"00000000"
"34679","2000",2000/10/10,,"14",,11.461385726928709,"00000000"
"34680","2000",,,"14",,58.920021057128906,"00000000"
"34681","2000",2000/08/09,,"14",,1.023091197013855,"00000000"
"34682","2000",2000/08/10,,"14",,27.375104904174805,"00000000"
"34683","2000",2000/09/17,,"14",,193.122451782226562,"00000000"
"34684","2000",2000/08/13,,"14",,80.763320922851562,"00000000"
"34685","1933",1933/08/19,,"3",,38223.437500000000000,"00000017"
"34686","1987",1987/08/23,1987/08/26,"9",320.000000000000000,427.704559326171932,"00000068"
"34687","1981",1981/09/22,,"14",,2243.896728515625000,"00012261"
"34688","1925",1925/07/26,,"9",,400.643280029296875,"00000006"
"34689","1931",1931/04/07,,"9",,217.757400512695341,"00000002"
"34690","1995",1995/07/09,,"11",,253.287063598632812,"00000120"
"34691","1995",1995/10/22,,"5",,1772.717163085937500,"00000327"
"34692","1902",1902/08/01,,"14",,731.481567382812500,"00000000"
"34693","2004",2004/05/04,2004/05/05,"5",75.000000000000000,73.069664001464844,"00000002"
"34695","2003",2003/07/15,2003/07/15,"11",10.000000000000000,10.282740592956541,"00000000"
"34696","2003",2003/07/18,2003/07/18,"14",20.000000000000000,18.199144363403320,"00000000"
"34697","2001",2001/08/31,2001/08/31,"11",5.000000000000000,6.365748882293702,"00000000"
"34698","1998",1998/07/17,1998/07/17,"2",5.000000000000000,2.088669300079346,"00000532"
"34699","1997",1997/09/27,1997/09/27,"8",1620.000000000000000,1351.468261718750000,"00002278"
"34700","1997",1997/10/31,1997/10/31,"3",1225.000000000000000,1128.872070312500000,"00000000"
"34701","1997",1997/09/01,1997/09/01,"11",660.000000000000000,401.775695800781250,"00002154"
"34702","1997",1997/07/24,1997/07/24,"11",5.000000000000000,7.780951499938966,"00001930"
"34703","1997",1997/09/05,1997/09/05,"18",138.000000000000000,179.461639404296875,"00002203"
"34704","1996",1996/08/12,1996/08/12,"10",66.000000000000000,68.223716735839844,"00001562"
"34705","1995",1995/10/04,1995/10/04,"11",200.000000000000000,206.638763427734375,"00000842"
"34706","1995",1995/07/12,1995/07/12,"18",35.000000000000000,32.974864959716797,"00000632"
"34707","1995",1995/07/06,1995/07/06,"8",1.400000000000000,1.356020450592041,"00000616"
"34708","1995",1995/12/05,1995/12/05,"9",4.000000000000000,5.595085144042970,"00001037"
"34709","1994",1994/10/27,1994/10/27,"11",10.000000000000000,9.940084457397459,"00000000"
"34710","1997",1997/09/26,,"18",,17.093894958496094,"0000D468"
"34711","1987",,,"14",,1071.081298828125000,"0000D315"
"34712","1996",,,"14",,575.131652832031250,"0000D567"
"34713","1944",1944/08/25,,"14",590.000000000000000,634.417846679687500,"00000000"
"34714","1986",1986/01/01,,"14",8000.000000000000000,3422.456787109375000,"00000000"
"34715","1959",1959/07/20,,"14",11930.000000000000000,12250.496093750000000,"00000020"
"34716","1993",1993/07/06,,"9",,18.647661209106445,"00000055"
"34717","1910",1910/07/13,,"1",,146967.562500000000000,"00000002"
"34718","1924",,,"9",,223.973159790039062,"00000121"
"34719","1924",,,"9",,451.398315429687500,"00000121"
"34720","1999",1999/09/26,,"2",,2579.651367187500000,"00007946"
"34721","2000",2000/08/14,,"2",,320.553619384765625,"00006728"
"34723","2000",2000/08/09,,"10",,1706.849609375000000,"00000295"
"34727","1993",1993/09/04,,"14",,143.442764282226562,"00000000"
"34728","1993",1993/10/27,,"14",,5453.498046875000000,"00000045"
"34729","1993",1993/08/12,1993/08/15,"9",43.000000000000000,49.888103485107422,"00000087"
"34730","1993",,,"9",,71.299468994140625,"00000123"
"34731","2004",2004/08/13,2004/08/15,"1",910.000000000000000,954.463867187500000,0000BBQ1
"34732","2004",2004/08/13,2004/08/16,"1",446.000000000000000,447.076812744140625,0000BBT4
"34733","2004",2004/06/22,2004/06/25,"1",368.000000000000000,367.453613281250000,0000A5G6
"34734","2004",2004/06/25,2004/06/25,"9",26.000000000000000,26.290475845336918,0000A5UY
"34735","1967",,,"14",,86.249717712402330,"00000999"
"34736","1971",1971/08/27,1971/08/29,"7",2010.000000000000000,2546.406982421875000,"00000071"
"34737","1944",,,"9",,12190.013671875000000,"00000032"
"34738","1922",,,"9",,3784.860839843750000,"00000032"
"34739","1992",,,"9",,431.032684326171932,"00000041"
"34740","1925",,,"9",,12119.171875000000000,"00000014"
"34741","1939",,,"9",,60.502738952636719,"00000055"
"34742","1964",1964/09/22,,"14",,65338.890625000000000,"00000029"
"34743","1964",,,"9",,1363.053710937500000,"00000001"
"34744","1945",,,"14",,168.046585083007812,"00000202"
"34745","1939",,,"9",,4442.293457031250000,"00000015"
"34746","1979",1979/07/20,1979/07/22,"5",1923.000000000000000,2005.522583007812500,"00000031"
"34747","1938",,,"9",,538.716796875000000,"00000010"
"34748","1984",1984/08/22,,"14",,109.649551391601562,"00000630"
"34749","1984",1984/06/28,,"14",,7604.560058593750000,"00000000"
"34750","1984",1984/08/29,,"9",,2928.649902343750000,"00000176"
"34751","1984",1984/05/21,,"14",,1268.491333007812500,"00000114"
"34752","1984",1984/07/05,,"14",,1102.550170898437500,"00000308"
"34753","1984",1984/09/08,,"9",,1239.964111328125000,"00000000"
"34754","1984",1984/05/29,,"14",,1619.299804687500000,"00000150"
"34755","1984",1984/07/05,,"14",,512.580139160156250,"00000121"
"34765","1984",1984/05/07,,"14",,11304.535156250000000,"00000000"
"34766","1984",1984/10/15,,"14",,6088.060058593750000,"00000974"
"34767","1984",1984/08/10,,"14",,2503.434570312500000,"00000158"
"34768","1984",1984/05/28,1984/05/28,"4",80.000000000000000,80.894226074218750,"00000998"
"34769","1984",1984/08/19,,"14",,7122.102539062500000,"00000169"
"34770","1984",1984/09/29,,"14",,3087.333007812500000,"00000119"
"34771","1984",1984/05/12,,"14",,2301.746337890625000,"00010489"
"34772","1984",1984/05/29,,"14",,1318.150512695312273,"00000211"
"34773","1984",1984/09/18,1984/09/21,"1",335.000000000000000,553.674743652343750,"00000076"
"34774","1984",1984/09/20,,"14",,572.261962890625000,"00000392"
"34775","1984",1984/06/12,,"2",,863.604614257812500,"00000170"
"34776","1984",1984/05/22,,"7",,826.018920898437500,"00000117"
"34777","1984",1984/05/29,,"8",,213.435119628906250,"00000078"
"34778","1984",1984/07/04,,"2",,467.652038574218750,"00000145"
"34779","1984",1984/05/25,,"2",,7218.107421875000000,"00000074"
"34780","1984",1984/05/25,,"2",,1018.648132324218750,00043-73
"34781","1984",1984/05/24,,"14",,473.436462402343750,"00000068"
"34785","1984",1984/07/13,,"14",,108.172668457031250,"00006484"
"34786","1984",1984/05/29,,"14",,96.342720031738281,"00009784"
"34787","1984",1984/07/09,,"14",,142.224472045898438,"00000784"
"34788","1984",1984/09/06,,"14",,401.189178466796875,"00000184"
"34789","1984",1984/05/30,,"14",,124.015510559082031,"00000284"
"34790","1984",1984/07/13,,"14",,219.723022460937500,"00006884"
"34791","1984",1984/05/29,,"14",,3498.109130859375000,"00000784"
"34794","1984",1984/10/23,,"14",,11.806728363037109,"00000000"
"34798","1984",1984/06/23,,"14",,28.338161468505859,"00000000"
"34799","1984",1984/05/08,,"14",,21.981689453125000,"00000000"
"34802","1984",1984/08/12,,"4",,546.169738769531250,"00000143"
"34803","1984",,,"14",,228.414413452148438,"00000119"
"34804","1984",1984/06/28,,"3",,9461.333984374998181,"00000031"
"34805","1984",1984/06/28,,"7",,16667.714843750000000,"00000134"
"34806","1984",1984/06/24,,"7",,804.759399414062500,"00000134"
"34807","1984",1984/06/28,,"7",,151.938293457031250,"00000134"
"34808","1984",1984/07/06,,"1",,276.922851562500000,"00000136"
"34809","1984",1984/06/06,,"9",,315.639953613281307,"00000012"
"34810","1984",1984/08/02,,"8",,24.267875671386719,"00000138"
"34811","1984",1984/08/08,,"2",,10.555804252624512,"00000095"
"34812","1984",1984/07/20,,"1",,15.579548835754395,"00000075"
"34813","1984",1984/05/29,,"1",,15.377079963684082,"00000010"
"34814","1984",1984/07/30,,"1",,23.338579177856445,"00000137"
"34815","1984",1984/07/02,,"14",,205.643783569335938,"00011317"
"34816","1984",1984/07/19,1984/07/19,"1",15.000000000000000,12.689131736755373,"00000105"
"34821","1984",1984/08/09,1984/08/09,"9",1685.000000000000000,1790.968750000000000,"00000095"
"34822","1984",1984/08/18,,"14",,410.500427246093750,"00000048"
"34823","1984",1984/06/17,,"14",,226.097442626953125,"00000008"
"34824","1984",1984/09/08,,"14",,67.448699951171875,"00000054"
"34825","1984",1984/08/21,,"14",,1544.511474609375000,"00000000"
"34826","1984",1984/10/10,,"14",,2788.484863281250000,"00000000"
"34827","1984",,,"14",,1369.646850585937500,"00000000"
"34828","1984",,,"14",,1680.464355468750000,"00000000"
"34829","1984",,,"14",,426.174468994140625,"00000000"
"34830","1984",,,"14",,1012.260314941406250,"00000000"
"34831","1984",,,"14",,392.893859863281307,"00000000"
"34832","1984",,,"14",,186.505172729492188,"00000000"
"34834","1984",1984/05/24,,"14",,60.678401947021491,"00000000"
"34835","1984",1984/05/08,,"14",,109.047889709472656,"00000000"
"34836","1984",1984/05/21,,"14",,549.253845214843750,"00000000"
"34837","1985",1985/07/25,,"14",,873.405517578125000,"00000353"
"34838","1985",1985/07/10,,"14",,226.813064575195341,"00000310"
"34840","1985",1985/10/14,,"14",,1991.781250000000000,"00000000"
"34841","1985",1985/06/22,,"14",,657.275512695312500,"00000000"
"34842","1985",1985/07/05,,"14",,96.097152709960938,"00000000"
"34843","1985",1985/07/04,,"14",,43.495853424072266,"00000000"
"34844","1985",1985/07/03,,"14",,1324.444824218750000,"00000469"
"34845","1985",1985/10/14,1985/10/21,"7",45710.000000000000000,46805.238281250000000,"00000048"
"34847","1985",1985/06/29,,"2",,421.440338134765625,"00000000"
"34853","1985",1985/06/30,,"14",,3795.057373046875000,"00006785"
"34854","1985",1985/06/28,1985/06/30,"2",9233.000000000000000,8263.925781250000000,"00000021"
"34855","1985",1985/08/02,,"14",,982.390625000000000,"00000000"
"34860","1985",1985/07/09,,"14",,6444.038574218750000,"00000000"
"34861","1985",,,"14",,1460.263793945312500,"00000000"
"34864","1986",1986/07/20,,"7",,81.545074462890625,"00000231"
"34865","1986",1986/07/20,,"7",,162.302413940429688,"00000232"
"34866","1986",1986/07/20,,"7",,281.653076171875000,"00000233"
"34867","1986",1986/07/20,,"7",,33.402713775634766,"00000234"
"34868","1986",1986/11/03,,"14",,298.735382080078125,"00000252"
"34869","1986",1986/09/03,,"2",,399.840301513671875,"00000447"
"34870","1986",1986/07/02,,"2",,322.380676269531250,"00000180"
"34871","1986",1986/07/30,,"2",,736.449218750000000,"00000156"
"34884","1986",1986/11/10,,"14",,9229.240234375000000,"00000000"
"34885","1986",1986/08/01,,"7",,626.374694824218750,"00000290"
"34886","1986",1986/05/24,,"9",,204.787963867187500,"00000426"
"34887","1986",1986/11/06,1986/11/15,"4",2285.000000000000000,2557.234619140625000,"00000044"
"34896","1993",1993/08/06,,"14",,123.959686279296875,"00000069"
"34897","1993",1993/09/27,,"14",,13.843794822692873,"00000000"
"34898","1993",1993/11/02,,"14",,16467.841796875000000,"00000000"
"34900","1993",1993/05/11,,"14",,13.624259948730469,"00000000"
"34902","1993",1993/09/01,,"14",,4.175164222717285,"00000000"
"34903","1993",1993/06/17,1993/06/17,"4",60.000000000000000,41.731201171875000,"00000025"
"34904","1993",,,"14",,9373.210937500000000,"00000220"
"34905","1993",1993/06/23,,"14",,522.762329101562500,"00000000"
"34906","1993",,,"14",,573.033325195312500,"00000352"
"34907","1993",1993/06/27,,"14",,291.092254638671875,"00000000"
"34908","1993",1993/08/06,,"14",,946.397521972656250,"00000000"
"34909","1993",,,"14",,766.052978515625000,"00000299"
"34910","1993",1993/06/10,,"14",,561.886901855468750,"00000000"
"34911","1993",,,"14",,218.850631713867188,"00000000"
"34912","1993",,,"14",,659.290527343750000,"00000000"
"34913","1993",1993/06/23,,"14",,345.049163818359375,"00000000"
"34914","1993",1993/06/11,,"14",,211.327835083007812,"00000000"
"34915","1995",1995/08/08,,"14",,66.442611694335938,"00000095"
"34916","1995",1995/08/04,,"14",,235.056945800781250,"00000057"
"34917","1995",1995/07/11,,"14",,267.246276855468750,"00000002"
"34918","1995",1995/10/05,,"14",,1233.456909179687500,"00000093"
"34919","1995",1995/12/04,,"14",,818.184509277343750,"00000011"
"34920","2003",2003/07/30,2003/07/30,"1",57.000000000000000,49.616615295410163,"00000068"
"34921","2003",2003/10/20,2003/10/20,"2",15.000000000000000,14.811340332031250,"00000136"
"34925","1996",1996/07/11,1996/07/12,"1",633.000000000000000,616.946166992187500,"00000048"
"34926","1996",1996/08/14,1996/08/16,"1",40.000000000000000,40.394306182861328,"00000104"
"34927","1996",1996/08/12,,"1",,330.581024169921875,"00000032"
"34934","1996",1996/06/29,,"14",,704.237426757812500,"00000000"
"34935","1996",1996/06/23,,"14",,757.644592285156250,"00000000"
"34936","2000",2000/06/28,,"1",,45.745521545410163,"00000028"
"34937","2000",2000/08/01,,"1",,2786.125000000000000,"00000000"
"34938","2000",2000/07/04,,"8",,18.437744140625000,"00000000"
"34939","2000",2000/06/25,,"1",,9.914042472839355,"00000026"
"34940","2000",2000/08/12,,"14",,100.578964233398438,"00000000"
"34941","2000",2000/08/01,,"1",,44.533878326416016,"00000000"
"34942","2000",2000/08/04,,"1",,38.244407653808594,"00000085"
"34943","2000",2000/06/27,,"2",,546.161743164062500,"00000000"
"34945","1996",1996/08/26,1996/08/29,"1",2.000000000000000,2.112643957138062,"00000052"
"34946","1999",1999/08/17,1999/08/22,"9",218.000000000000000,781.814697265625000,"00000053"
"34947","1999",1999/05/28,1999/05/29,"9",80.000000000000000,79.514305114746094,"00000008"
"34948","1999",1999/08/23,1999/08/28,"1",45.000000000000000,24.020549774169918,"00000074"
"34949","1999",1999/08/23,,"1",,5.533516883850098,"00000081"
"34950","2000",2000/07/15,,"14",,114.029663085937500,"00000000"
"34951","1971",1971/10/06,1971/10/16,"7",14538.000000000000000,15649.522460937500000,"00000092"
"34952","1953",1953/07/10,,"9",,67702.046875000000000,"00000014"
"34953","1932",1932/09/07,,"9",,219999.281250000000000,"00000023"
"34954","1985",1985/07/01,1985/07/19,"9",119361.000000000000000,122686.882812500000000,"00000459"
"34955","1925",,,"14",,8623.864257812500000,"00000201"
"34956","1913",1913/10/01,,"14",,1759.690429687500000,"00000000"
"34957","1995",,,"2",639.000000000000000,446.668487548828068,"0000D463"
"34958","1996",,,"1",75.000000000000000,139.616424560546875,0000U641
"34959","1996",,,"2",15.000000000000000,31.999177932739254,0000U617
"34960","1986",,,"2",125.000000000000000,812.763061523437386,"0000D351"
"34965","1983",1983/07/25,1983/07/26,"9",15.000000000000000,7.244894981384278,"00000037"
"34966","1983",1983/05/29,1983/05/30,"1",15.000000000000000,7.406795501708984,"00000007"
"34978","1979",1979/08/07,1979/08/09,"8",1510.000000000000000,1545.235839843750000,"00000083"
"34979","1979",1979/08/02,1979/08/03,"9",45.000000000000000,42.727069854736328,"00000079"
"34980","1979",1979/07/19,1979/07/21,"1",400.000000000000000,329.704040527343750,"00000049"
"34981","1979",1979/07/29,1979/07/31,"3",1430.000000000000000,1283.313232421875000,"00000078"
"34982","1979",1979/06/13,1979/06/13,"7",90.000000000000000,9.126932144165041,"00000015"
"34988","1972",1972/10/24,1972/10/26,"9",316.000000000000000,344.469512939453125,"00000351"
"34989","1972",1972/07/11,1972/07/11,"9",20.000000000000000,21.247077941894531,"00000041"
"34990","1996",1996/06/15,,"1",,770.805725097656136,"00000000"
"34991","1996",1996/07/23,,"7",,7180.495117187500000,"00000000"
"34992","1996",1996/09/20,,"14",,625.486999511718750,"00000000"
"34993","1996",1996/09/30,,"14",,391.147369384765625,"00000000"
"34994","1996",1996/06/17,1996/06/17,"5",18.000000000000000,18.177211761474609,"00000019"
"34995","1996",1996/08/13,1996/08/21,"1",2523.000000000000000,2527.087890625000000,"00000116"
"34999","1996",1996/08/12,,"1",,1141.326904296875000,"00000680"
"35000","1996",1996/08/12,,"1",,5490.032714843750000,"00000699"
"35001","1996",1996/08/12,,"1",,3325.669921875000000,"00000716"
"35002","1996",1996/08/12,,"1",,2647.302490234375000,"00000682"
"35003","1997",1997/07/31,1997/07/31,"1",10.000000000000000,7.813726902008058,"00000088"
"35004","1997",1997/08/19,,"10",,1245.665161132812500,"00000000"
"35005","1997",1997/08/10,,"11",,1394.269165039062500,"00000000"
"35006","1997",1997/05/22,,"10",,1432.198242187500000,"00000000"
"35007","1997",1997/08/19,,"7",,10521.969726562500000,"00000000"
"35008","1997",1997/05/08,,"7",,3540.490966796874545,"00000000"
"35009","1997",1997/09/09,,"14",,995.770935058593750,"00000000"
"35010","1997",1997/10/20,,"14",,1.715108513832092,"00000000"
"35015","1997",1997/11/01,,"14",,122.180435180664062,"00080000"
"35017","1997",1997/05/01,,"14",,425.730133056640625,"00040000"
"35018","1997",1997/08/03,,"14",,45.274524688720703,"00006000"
"35019","1997",1997/08/18,,"14",,522.917602539062500,"00031000"
"35020","1997",1997/07/03,,"14",,459.168243408203125,"00090000"
"35021","1997",1997/07/20,,"14",,166.068817138671875,"00003000"
"35022","1997",1997/05/01,,"14",,215.769378662109375,"00000000"
"35031","1988",1988/07/21,,"7",,4049.600341796874545,"00000548"
"35032","1988",1988/09/11,,"5",,36343.148437500000000,"00000920"
"35033","1988",1988/07/18,,"7",,329.036895751953125,"00000253"
"35034","1988",1988/09/19,,"14",,319.342102050781250,"00000247"
"35036","1995",1995/08/28,,"14",,251.468887329101562,"00000000"
"35037","1995",,,"14",,485.071807861328125,"00000000"
"35041","1995",1995/07/24,,"14",,65.235038757324219,"00000000"
"35042","1995",1995/09/04,,"14",,126.940414428710938,"00000000"
"35044","1995",1995/07/30,,"1",,1923.818969726562500,"00000000"
